Date,IWM,QQQ,SPY
2020-01-13,1.104382299015125,2.2018846325638415,2.206514490336331
2020-01-14,1.195956547938296,2.2373410387462402,2.248613687936766
2020-01-15,1.173285288082521,2.1278749380390516,2.1793642506806292
2020-01-16,1.2062574185766946,2.1888043242340585,2.225210957348925
2020-01-17,1.1307595617559376,2.170979658210589,2.1904346250235185
2020-01-21,1.0096631310069757,2.1064011229164477,2.0718984025538054
2020-01-22,1.1152558972327886,2.277664997701821,2.2046956861603784
2020-01-23,1.129325152441734,2.2902137329997516,2.1966846185490203
2020-01-24,1.005781377991733,2.1882012853665627,2.1083171750203222
2020-01-27,0.8470636540419182,1.9567938044137114,1.8832774645012293
2020-01-28,0.9362909432059949,2.1380475408146618,2.035025745991944
2020-01-29,0.9139624968739484,2.21622426612475,2.0394170169042125
2020-01-30,0.8442203095546691,2.098811566859389,1.9481231281428928
2020-01-31,0.6466531968008237,1.889157622678951,1.6998367380296355
2020-02-03,0.7123014421762179,2.010324641943513,1.755729767221276
2020-02-04,0.7315643270169422,2.0640831212047295,1.8139882131108578
2020-02-05,0.8208300583664142,2.029954283480614,1.868841977997062
2020-02-06,0.814208138809172,2.104725426416416,1.907853166475478
2020-02-07,0.7865267223540348,2.173535568589714,1.94771367616582
2020-02-10,0.8155425083157352,2.234757859700453,1.9969710922447665
2020-02-11,0.8068241140576725,2.2423355657424144,2.006787110868384
2020-02-12,0.7722809791214812,2.2144209312707237,1.9608746616572137
2020-02-13,0.7710472967512566,2.201018891514864,1.9247937597730305
2020-02-14,0.7311789757167055,2.211703657716062,1.957483846591737
2020-02-18,0.6175236459608753,2.1868307139719305,1.8501894397817311
2020-02-19,0.6327382101569169,2.2337589335205275,1.8748977926323123
2020-02-20,0.6180837279564102,2.1684784081633546,1.8218678133215134
2020-02-21,0.5759819699345432,2.048661798888673,1.758671547177191
2020-02-24,0.31926591185917363,1.6941028349499905,1.3757760595149924
2020-02-25,0.0893096568212243,1.47615733501425,1.0871417491149376
2020-02-26,0.06012192660461355,1.5012503157068107,1.0634405212914784
2020-02-27,-0.16276141261663432,1.1379293624513618,0.6743932079662115
2020-02-28,-0.251327755912435,1.1563934820423787,0.6568775830793636
2020-03-02,-0.11222374408085323,1.3615802768038627,0.8872257474506025
2020-03-03,-0.17834918113538528,1.158296447272333,0.6974137127887136
2020-03-04,0.016110407308395306,1.3522437430517784,0.9577322921799395
2020-03-05,-0.054102697932557724,1.2011444349468712,0.7596505101113672
2020-03-06,-0.11699924730657513,1.174041794530341,0.7037487460115862
2020-03-09,-0.5865018124564255,0.7580778822458654,0.19088642958809277
2020-03-10,-0.5135062113237966,0.8990023114007355,0.389365482452277
2020-03-11,-0.7930846649079847,0.6458566277131078,0.09573576994866619
2020-03-12,-1.1842255635967693,0.15954277671951117,-0.4009237583545313
2020-03-13,-0.8521503039759781,0.5029608500169704,0.007821565551946746
2020-03-16,-1.2344881667698233,-0.022212317015596332,-0.4465270472275479
2020-03-17,-1.079221415138001,0.23839633907830515,-0.2412416728047102
2020-03-18,-1.2883753225653138,0.11825092245058401,-0.4303810754960911
2020-03-19,-1.1174592186337127,0.12539685163052516,-0.4108400560199419
2020-03-20,-1.2395153083282198,-0.06675770644290362,-0.6104337753650402
2020-03-23,-1.173953566454336,0.012405670883872037,-0.6329690767605303
2020-03-24,-0.839567935121145,0.27987457494452234,-0.2745022630992893
2020-03-25,-0.8331878808789377,0.2390902743522616,-0.24754731126694798
2020-03-26,-0.607744110820076,0.4319567399231753,-0.021484210406117785
2020-03-27,-0.7464882980022131,0.30787381826193916,-0.13735748612208915
2020-03-30,-0.6852490632125583,0.4002959199333021,-0.04667207232079779
2020-03-31,-0.7356479926901374,0.32896557079909666,-0.13850429717138568
2020-04-01,-0.9209095661347881,0.1753475373886388,-0.2912096215129311
2020-04-02,-0.907452276246006,0.22219987162961002,-0.21759508209673353
2020-04-03,-1.006009649815499,0.17719973963886743,-0.275139111396589
2020-04-06,-0.7793062334820567,0.38210085956213224,-0.06301503694027241
2020-04-07,-0.7666925147583196,0.3727845895540755,-0.062169346207712355
2020-04-08,-0.5894209924246728,0.44998841361197317,0.06488334671621233
2020-04-09,-0.4839272297260525,0.4376828053904684,0.10341837813352711
2020-04-13,-0.5576234077695426,0.47897702435681244,0.07443417757600576
2020-04-14,-0.5082584313128637,0.5969718869470648,0.1480736794585885
2020-04-15,-0.6132787129449402,0.5602534027489289,0.0808582129857637
2020-04-16,-0.6417910027319604,0.6055289880779908,0.09438199056174643
2020-04-17,-0.48435514233767174,0.6242598201335247,0.18931078582108501
2020-04-20,-0.5094469902919929,0.5829332646933931,0.1257573163626402
2020-04-21,-0.5689954740899277,0.45620661887769803,0.02481944665923089
2020-04-22,-0.5775583432759319,0.5069166870791791,0.06709882971471003
2020-04-23,-0.5581741919147595,0.5100744635650137,0.07398803921290366
2020-04-24,-0.4848697925924469,0.5455886982186313,0.12053893760922034
2020-04-27,-0.397072869893753,0.5674505498529964,0.1516640018780673
2020-04-28,-0.3691798952388764,0.5026290788399149,0.1319163014993359
2020-04-29,-0.21458586762609932,0.6319362660721063,0.21331525655076547
2020-04-30,-0.2931082419500079,0.6405557125894921,0.20756154904348656
2020-05-01,-0.4143742002791853,0.5655665133216665,0.12957074769775365
2020-05-04,-0.4560568183972584,0.5527971414430435,0.10728511151444069
2020-05-05,-0.43761837244028734,0.6057740425726968,0.1496805019443081
2020-05-06,-0.40356102718522713,0.685033574847799,0.18142250486402534
2020-05-07,-0.3516740013626795,0.731547296092373,0.2240725098704893
2020-05-08,-0.23292833379105707,0.7892709300778881,0.2859254381961484
2020-05-11,-0.25429779326010254,0.8124696604874034,0.2706575689019403
2020-05-12,-0.2652217239257231,0.8575660744284807,0.2875113266205247
2020-05-13,-0.3909881768754078,0.7854538735671921,0.20228143539148905
2020-05-14,-0.3909791139601702,0.7772230711283349,0.2215630696525325
2020-05-15,-0.3640283072079582,0.7665346530924314,0.20682646968074667
2020-05-18,-0.1566879553807179,0.8539961537190162,0.3226362783006025
2020-05-19,-0.19118857387056043,0.8992121987019951,0.31097201438150074
2020-05-20,-0.14515215722847394,0.927169689077423,0.33582353190663095
2020-05-21,-0.1176929999980203,0.9070247857293062,0.3236600099852476
2020-05-22,-0.049075696247672225,0.9654925029518583,0.368502019318176
2020-05-26,0.0035770097712621196,0.9587258645349854,0.39997714087535513
2020-05-27,0.10847643837694138,0.986937974739914,0.47603187641152533
2020-05-28,0.06711935901458338,1.0084984382306206,0.4914968477427108
2020-05-29,0.05916073584493987,1.0396266327918393,0.49691218003951826
2020-06-01,0.12246598497326026,1.0990735865104473,0.5526997539445198
2020-06-02,0.13526273023833746,1.189908976268652,0.5867420480797274
2020-06-03,0.13053776250706706,1.1210624874899011,0.5610174342683583
2020-06-04,0.12610401702298862,1.0764249642857013,0.5254653857431885
2020-06-05,0.2356482103164521,1.1114223401889218,0.5842327572347914
2020-06-08,0.2682027760246992,1.077357643918972,0.5906678830963127
2020-06-09,0.20290389859636015,1.0641481617355977,0.5525487059429455
2020-06-10,0.1380779871734407,1.0963001811585462,0.5356222880567486
2020-06-11,-0.06630244672896293,0.9502639027201605,0.35361135593169346
2020-06-12,-0.031264553818820005,0.9563183080841214,0.3777212371594142
2020-06-15,0.05154988502928513,1.0058161244414499,0.4099142939929802
2020-06-16,0.09590054967675414,1.0385912186717052,0.4675502080914033
2020-06-17,0.018895644177950966,1.0049054809295257,0.4224942364940741
2020-06-18,0.008731272912770328,1.0017464363197135,0.4167110991455594
2020-06-19,-0.016846125298157884,0.9732821059988264,0.3695698787329523
2020-06-22,0.03140931362072634,1.0137248021719087,0.39384901640827097
2020-06-23,0.07381805033996174,1.0392360145988646,0.41184563252459333
2020-06-24,0.00556328330948231,1.028098293849206,0.362303939459095
2020-06-25,0.050514889582119124,1.0426034083419946,0.3982451904841422
2020-06-26,-0.06728151512872897,0.956663179665273,0.31324103226576383
2020-06-29,-0.014313163787478683,0.9853408600249,0.342310577512314
2020-06-30,0.012902929752676966,1.0029494433042767,0.35363814157532264
2020-07-01,0.004139080973182436,1.0257692121270634,0.3670823693049837
2020-07-02,-0.0037296712134571998,1.0235778528093051,0.359498859503333
2020-07-06,0.00793965410018579,1.1013208925441529,0.40995787447120885
2020-07-07,-0.01310028829248271,1.1017069848804977,0.3950264327386612
2020-07-08,0.002548855570194054,1.1256644418888424,0.4145561751945916
2020-07-09,-0.05370080366526554,1.1211433277550522,0.3824244778051347
2020-07-10,6.281272356064243e-05,1.143769132772709,0.4063598370858462
2020-07-13,-0.052168396006872966,1.0622129653793626,0.3660022265842949
2020-07-14,0.0036324323780045913,1.073713666152137,0.40437365505688555
2020-07-15,0.09776017375682867,1.095514366546225,0.4422338581215852
2020-07-16,0.10090584377689552,1.089654673328287,0.45305991342029184
2020-07-17,0.09881683939531209,1.0896955333972627,0.4507380987412508
2020-07-20,0.10252546676891704,1.193470688100734,0.4924235190642863
2020-07-21,0.1408572736147012,1.137894832332666,0.49142018226928147
2020-07-22,0.12536365963114618,1.128953959552841,0.48699761126326185
2020-07-23,0.08590772632933502,1.026366676310033,0.4358196817204809
2020-07-24,0.07921182940454366,1.026318401047127,0.43069224909560355
2020-07-27,0.07555962842294944,1.0479504521479914,0.4324876580191069
2020-07-28,0.06719464745025294,1.0194344918841354,0.41858140736838984
2020-07-29,0.09562681449562918,1.0663075575251242,0.463402039223196
2020-07-30,0.10622042638217769,1.1242002629512229,0.4861914251550664
2020-07-31,0.11920903068418619,1.1910492780646493,0.537051720175404
2020-08-03,0.1887666600032297,1.2758705283715284,0.5814071093349257
2020-08-04,0.2834120077582289,1.400857881797853,0.6882324400244366
2020-08-05,0.31041328283632125,1.3672181503582703,0.664693323749412
2020-08-06,0.31010113450020566,1.390015117268029,0.6833129742936238
2020-08-07,0.2957969143935811,1.2914144141779338,0.6262758811771585
2020-08-10,0.354427181542671,1.3073339659301624,0.6566088735593555
2020-08-11,0.3729108583457196,1.2834413640903843,0.6689502279336784
2020-08-12,0.3559649854028068,1.292327439192844,0.6641347887879541
2020-08-13,0.42307613996862414,1.3950880367747323,0.7529723352809783
2020-08-14,0.43163707058178075,1.3950109271917195,0.7448947561697615
2020-08-17,0.3901344736469963,1.3823106266944576,0.7097014131618643
2020-08-18,0.3397492648762383,1.3642436647442604,0.6794810615863802
2020-08-19,0.35669965320807795,1.3674369376786757,0.6904822180450556
2020-08-20,0.3251139042954163,1.3818917157175798,0.6750700952995224
2020-08-21,0.3120990804413534,1.4125267291286157,0.687004338128187
2020-08-24,0.41875074942037455,1.5345126813985974,0.8004814099590626
2020-08-25,0.3934079668587404,1.5135335459668224,0.7773323480041597
2020-08-26,0.41568535946125484,1.5820230610730883,0.8205051246414647
2020-08-27,0.39210993245913345,1.5615842221418532,0.8055395336029214
2020-08-28,0.3690529860655395,1.5318764585437783,0.7863135993626524
2020-08-31,0.3458684688259444,1.5633376912229113,0.7763478536611341
2020-09-01,0.4132277110132221,1.643850096638901,0.8237668905147737
2020-09-02,0.4129853617690603,1.6295456290850792,0.8331569549629378
2020-09-03,0.2884388518365261,1.4043883961935864,0.6824393016525141
2020-09-04,0.2838144278750279,1.3660936581956564,0.6545324887903351
2020-09-08,0.1997361241040605,1.215205995037518,0.5663217692607131
2020-09-09,0.20579914502404792,1.3063504411865352,0.626820806281348
2020-09-10,0.11987671816704175,1.2177021682359974,0.5507841261186408
2020-09-11,0.10208774581997405,1.1846942844993333,0.5417270683598977
2020-09-14,0.16501372434333966,1.2452509800680975,0.5838037197544081
2020-09-15,0.1602595426563085,1.2993908582182674,0.6087836451087683
2020-09-16,0.19111289339875032,1.2368103545935727,0.5887763336613031
2020-09-17,0.18818092071956902,1.1906748758218904,0.5597039987615537
2020-09-18,0.19396819678378494,1.147381161778009,0.5242181057050566
2020-09-21,0.10914662443403483,1.1861318259073652,0.5043197917366932
2020-09-22,0.13077113606819002,1.237753728743531,0.5360218224839397
2020-09-23,0.09304631586618911,1.1831360777626447,0.4878816355283289
2020-09-24,0.06516445628799254,1.1643934969818255,0.4780060019477993
2020-09-25,0.13493674435061065,1.2406375666410976,0.5331987857551919
2020-09-28,0.21776180403735249,1.3363333115146336,0.5997508856179079
2020-09-29,0.20319222380752827,1.2956286471338536,0.5689363728565527
2020-09-30,0.2610840228819801,1.33971285592192,0.6286633952139872
2020-10-01,0.3207389481459652,1.4370049710902875,0.7031760493861324
2020-10-02,0.3234664978023035,1.3184958792322834,0.6489679631985942
2020-10-05,0.36881998176411807,1.3364497659262036,0.6614164672808487
2020-10-06,0.36596412424552266,1.2914652908850548,0.6305963354267753
2020-10-07,0.46242707142442874,1.3852015545703291,0.7310295520650747
2020-10-08,0.4795241440317323,1.372634899446669,0.7291319826912075
2020-10-09,0.4825027984784615,1.3936149792272352,0.7356380037267078
2020-10-12,0.4569013792566643,1.4413644532414462,0.7525936097374739
2020-10-13,0.44925096349807464,1.4415697176185533,0.7359189733076761
2020-10-14,0.3949717088415055,1.3808095881664764,0.6866965192422347
2020-10-15,0.4183192895233628,1.3682826118479454,0.6878304309012881
2020-10-16,0.3822552367573328,1.3445399925991055,0.6770072282828168
2020-10-19,0.3638560118043146,1.3240626267308746,0.6433224892616453
2020-10-20,0.34569882580277783,1.3049619219119672,0.63495506714461
2020-10-21,0.32102618416813294,1.3261846451134296,0.6391648378038541
2020-10-22,0.361355339963074,1.3205022310963077,0.646957117256017
2020-10-23,0.3796357299163583,1.2984640850690508,0.6523001834325771
2020-10-26,0.31096849666701276,1.230910194790351,0.582594365446064
2020-10-27,0.26734103198072257,1.2251310892454343,0.5550013034133701
2020-10-28,0.1806060202452863,1.1277383155046343,0.4494972307275194
2020-10-29,0.21900379132588835,1.1627855909605223,0.47076150332566347
2020-10-30,0.1997796495742056,1.085679624582905,0.4470852238735556
2020-11-02,0.20174222179460652,1.0663705599636075,0.45287865999460486
2020-11-03,0.25906763264913185,1.0970603176203326,0.4934276628525261
2020-11-04,0.2587288341949827,1.2136325835767876,0.5629593322555336
2020-11-05,0.3428670376216302,1.2907855711278744,0.6199716498656866
2020-11-06,0.3165163391557663,1.283433236722612,0.6087370249589931
2020-11-09,0.39903562761278666,1.2121136239644807,0.6386888718114428
2020-11-10,0.44972172765513196,1.163678789028209,0.6400261347561134
2020-11-11,0.4479236704417835,1.2164379150606384,0.6558782084910116
2020-11-12,0.4199882841680219,1.202372044018416,0.6254696330428985
2020-11-13,0.47183969741203835,1.2290242035038972,0.6621390347588513
2020-11-16,0.5173961576244427,1.2302772596660052,0.6775793057756274
2020-11-17,0.5352717174683022,1.2190447409498022,0.6591340227567467
2020-11-18,0.490852539852742,1.1937583295793883,0.6234751840887063
2020-11-19,0.5192507192602255,1.2326636309233248,0.6472432365857029
2020-11-20,0.5341985950833036,1.2194333441729641,0.6314047777869968
2020-11-23,0.5724123048040402,1.2177130863779488,0.642621123592128
2020-11-24,0.5665334396429874,1.2236707309787647,0.6671004480222339
2020-11-25,0.5563161683370952,1.235464037562508,0.6557014958692371
2020-11-27,0.5494029941207691,1.2415673222993875,0.6507267491889642
2020-11-30,0.5199444009797973,1.260288517846616,0.6485569586817479
2020-12-01,0.5672872238724195,1.3251005837799827,0.70663405419379
2020-12-02,0.5778000538938636,1.3511877783091577,0.7331705164006617
2020-12-03,0.5747034777749761,1.3409949862380621,0.7139792970897517
2020-12-04,0.6290269222397503,1.3468627790877414,0.7341896760216031
2020-12-07,0.6026605033156562,1.3330612119078236,0.7009080590575629
2020-12-08,0.6389685209557976,1.3555117857608376,0.7191089306676937
2020-12-09,0.6192588637488898,1.2912428441119048,0.6953194276199742
2020-12-10,0.6438128493006031,1.287692554717966,0.685858011615587
2020-12-11,0.6103478213390492,1.2606538093957975,0.656738941202514
2020-12-14,0.6228099248704648,1.271617469474488,0.641472120156392
2020-12-15,0.666201171162848,1.273383518799821,0.6609899384545584
2020-12-16,0.6449207714925793,1.287121771821498,0.6650276740988812
2020-12-17,0.6693278848569312,1.3031872327541514,0.6814908284583981
2020-12-18,0.6466769129657179,1.277190612773354,0.6572645429028767
2020-12-21,0.6418263019281388,1.2606188543116372,0.6334537314915942
2020-12-22,0.6648067017741474,1.260834790935475,0.6238349899930852
2020-12-23,0.6800739073916292,1.2450563227682057,0.6264298151422649
2020-12-24,0.6784573497072786,1.2329105726177454,0.6221766710574004
2020-12-28,0.6814526805097729,1.2631878394507827,0.6484234834835126
2020-12-29,0.6390598376298373,1.2843965609339347,0.6592937027239975
2020-12-30,0.6605934778961997,1.2791906044157362,0.6563038354695484
2020-12-31,0.6545427930019949,1.2403996981318706,0.6436957616444631
2021-01-04,0.6316632466045616,1.2258524182721087,0.6252486710980097
2021-01-05,0.6660621078489318,1.230801298921853,0.6343481295383776
2021-01-06,0.7714382137179998,1.1912605741507556,0.660566787417688
2021-01-07,0.8068426713695346,1.235647664722213,0.6884860739239995
2021-01-08,0.7985523706781168,1.2475156413134623,0.6852872780673008
2021-01-11,0.8056588742437577,1.213141279381916,0.6736253856020522
2021-01-12,0.8330586521067777,1.1769086766467747,0.6538367371774336
2021-01-13,0.8063918700737895,1.206778069128344,0.6664315149156379
2021-01-14,0.842694403669963,1.1904860053515514,0.6491863737996959
2021-01-15,0.7743541378908585,1.1415054830743063,0.6025702719328756
2021-01-19,0.8120299764218017,1.1676940682104426,0.6165917364555709
2021-01-20,0.8432453880547994,1.2316016798105436,0.6632472337440155
2021-01-21,0.8233995148432037,1.2463292757585953,0.6656058983024888
2021-01-22,0.8531506592927965,1.2292693260150445,0.6515777111915599
2021-01-25,0.881305125446172,1.2760045174866137,0.6901140245686751
2021-01-26,0.8923881108117006,1.3402229141745683,0.7341880850161279
2021-01-27,0.8263725793009962,1.2163087627020541,0.6283671510321898
2021-01-28,0.8325573870926203,1.2281628750449896,0.6562782584108828
2021-01-29,0.7949269282924105,1.1574296445798262,0.585878383164025
2021-02-01,0.9054010524062558,1.269682455617932,0.6896676757268134
2021-02-02,0.9127626583595375,1.2728583814784107,0.7092116509036734
2021-02-03,0.8837262308784083,1.2002992941695223,0.666856945725536
2021-02-04,0.8954497826541773,1.223519531717034,0.6663263970875917
2021-02-05,0.9344288978529619,1.209177545385726,0.6680153562514182
2021-02-08,1.0255161994196753,1.2397854463657572,0.705351439514334
2021-02-09,1.023261630564479,1.2061199023567042,0.6812842381594691
2021-02-10,0.9902396640213963,1.199246854420396,0.674828250601639
2021-02-11,0.9707248361234414,1.187694810927263,0.6605545101633297
2021-02-12,0.971227120232533,1.2067546131273121,0.6783907234319584
2021-02-16,0.9651982786183987,1.1911996307822346,0.671038382490268
2021-02-17,0.9511156524476116,1.17661741855859,0.6794235185717603
2021-02-18,0.9001499789259337,1.1379608901715395,0.652500667376328
2021-02-19,0.9439296521349321,1.1520080866008984,0.6595212585113973
2021-02-22,0.9529967609319286,1.1319343706058835,0.6674311050132142
2021-02-23,1.0074681720445744,1.2383880705921229,0.7737769882642326
2021-02-24,1.1548818039011468,1.3415727826252775,0.9010137562220093
2021-02-25,1.0885134253102988,1.2230401170481007,0.8373533677553708
2021-02-26,1.1756920418138939,1.3889256547867403,0.9655692377982081
2021-03-01,1.304606257054648,1.466884040080719,1.0492037159318088
2021-03-02,1.1808925429012191,1.2879127585049734,0.9019552582464282
2021-03-03,1.205486221717094,1.2975751383349898,0.9517595484659825
2021-03-04,1.0669608775731063,1.1387933500870813,0.791318832142418
2021-03-05,1.1992630706710412,1.2726765004751286,0.9539471680636585
2021-03-08,1.2611940009379499,1.2371401219333755,0.9908995227157843
2021-03-09,1.5981288848547048,1.571680288816962,1.315672446453573
2021-03-10,1.5661659942355621,1.4220961462751804,1.1858909880786308
2021-03-11,1.8064217541893377,1.6287782413420742,1.393867509696194
2021-03-12,2.2008206393284575,1.9514630526161947,1.805552176442794
2021-03-15,2.0612606081653153,1.7816637644829252,1.5992706436217452
2021-03-16,2.5549876905531286,2.3651462071601888,2.171945696810749
2021-03-17,2.462753913780898,2.1892034411142545,2.0155774812511407
2021-03-18,2.665245051147358,2.188245728059378,2.205744786010861
2021-03-19,2.5850107865330023,2.179586848380627,2.189143512288033
2021-03-22,2.6419743968623557,2.408546259647192,2.440658193833301
2021-03-23,2.5617020622323143,2.3895684585483625,2.529496909112793
2021-03-24,2.2908290636458553,2.1243046110350052,2.2909156898995002
2021-03-25,2.3222826889351484,2.1465773953117133,2.2522634660898353
2021-03-26,2.220848143086675,2.040456322962053,2.1273512172781444
2021-03-29,2.2536658380654115,2.1907370344149357,2.2893418260161855
2021-03-30,2.239069132244872,2.0492750962276993,2.1455202772676127
2021-03-31,2.2974909806143935,2.140262636806783,2.243112992199316
2021-04-01,2.6231133131287874,2.4019777608000905,2.574316507568535
2021-04-05,2.6105800767924157,2.4009031169142387,2.5404268348048107
2021-04-06,2.7078232397293065,2.4586754472837025,2.6172730544927223
2021-04-07,2.4710933544913303,2.2734691702283323,2.4206146951705776
2021-04-08,2.4906404735671064,2.316401051988287,2.4398320565444616
2021-04-09,2.3615032581841255,2.261226356636579,2.333962420496002
2021-04-12,2.2104490045355942,2.249793636893222,2.261043185490547
2021-04-13,2.307114288913671,2.2530434964274524,2.3290884076169776
2021-04-14,2.2744368945574127,2.0529673455190807,2.1773150423306995
2021-04-15,2.4604714073547718,2.163060671015422,2.364546000116633
2021-04-16,2.494454654347911,2.0972902329011887,2.3567690069399796
2021-04-19,2.3142642557157678,2.018691381869087,2.2034876225890345
2021-04-20,2.2786114945296894,2.039368519989791,2.269585343139534
2021-04-21,2.4540981140517086,2.2563262843249565,2.5252132902197486
2021-04-22,2.3967377806099366,2.0918093490200076,2.3619021359690353
2021-04-23,2.4257220202538208,2.1520204358749275,2.419879185050075
2021-04-26,2.403856260930873,2.1162244727457797,2.359227986947868
2021-04-27,2.288056825279035,2.063992251903482,2.283049716560832
2021-04-28,2.2440439221088173,2.136874110911047,2.3085248600708166
2021-04-29,2.083106693236764,2.022527331516197,2.2178222453558614
2021-04-30,2.1924438074569834,1.9950623073530838,2.235227614832508
2021-05-03,2.3854814602452787,2.109272552628964,2.4287903596260407
2021-05-04,2.32152277618771,1.9760760508874373,2.375126012219277
2021-05-05,2.2777344195529907,1.9140986448736013,2.3260501978193426
2021-05-06,2.3097478266528046,1.9197810049628037,2.412102738340235
