Date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,BRK-B,UNH,JNJ,JPM,V,XOM,PG,MA,HD,CVX,ABBV,MRK,LLY,PEP,KO,COST,AVGO,WMT,MCD,TMO,CSCO,ABT,ACN,CRM,DHR,ADBE,NKE,NFLX,TXN,AMD,INTC,QCOM,UNP,PM,BA,HON,IBM,CAT,GE,AXP,LOW,SBUX,GS,SPY
2015-02-02,61.385850147297745,33.97658803094552,50.90895092408561,70.62292910609094,45.933021746993845,41.137283810871736,44.303794757247374,46.09224480140604,60.20701687192073,41.462174921060395,32.18278575396067,40.932883089969536,42.62375249750284,35.392065073073184,42.940615820456415,51.65779813810018,40.70697225118657,38.43158643501774,62.44101010507288,57.52548194581598,52.55889039779056,46.227721581075954,57.881384621031984,53.66936496451811,49.52380312361948,47.87778609661014,46.07253269289062,44.628085791054424,52.856138261133054,42.44102401402568,45.162889920618014,44.31032770472486,46.824999822755515,42.84400048860585,73.02214775468016,51.68752091711784,50.0,36.3268739324328,30.61583148121234,50.558005333592014,51.994807595485156,72.52139755180545,48.97228097422015,40.86414533013864,28.152897177275662,40.74061140052488,27.915141214117284,52.30741416961205,63.80089663377513,32.88090895452859,45.549143130363305
2015-02-03,66.4108051212693,36.080109301736904,55.05924331092636,73.55651642240227,52.49222660397391,45.20619027592718,55.76949907357083,52.10714351586221,64.12995735531945,47.04580408844565,39.92635961334079,50.596436536628644,54.42232559679502,39.57647834877785,52.13787622174493,59.70783086267782,52.129279793282244,43.71340367146807,60.55243087839052,56.9470867357261,57.03700388629709,46.52113693446523,70.22649017098158,57.613985373428235,51.33801021790767,54.68147851488092,51.72781042475035,50.428540511821076,55.503803319423334,51.4146583001302,51.072154465808126,50.420544027593756,49.84862476610457,49.65333676776783,81.72369195145905,60.32649603170435,53.571423705745275,38.219830549551645,35.26433760417551,60.38723541857013,55.98425566498453,75.13057039630884,56.71361456752656,48.754768288775,44.49700421586228,48.5192514506466,35.84309024862765,59.41180329716886,69.4252933479123,42.491723784540206,54.037301934526646
2015-02-04,67.19234447036257,38.489446454313125,57.41842845190982,77.88663109466604,58.26237094260695,48.54422263833273,55.14362599672239,51.10541914501867,64.67715788870612,45.84415345561324,42.688462439822516,56.668523690136645,53.671561101892806,40.18104798895339,53.771946967433294,61.78145519769165,50.45483123655536,35.80724063277344,45.40186655409535,52.220325390591775,60.382812235462154,44.47599691296322,70.504206665278,64.11360300347027,50.850846219752256,54.580749464871595,52.09902944935714,47.57413490819489,54.70869762581077,51.540332170391764,54.49072574458292,50.139486761651376,54.671647019527654,49.063508236373224,80.68950608096704,66.52725204017156,57.5342367325823,42.02418398746432,36.902723602524595,62.22091197368494,53.31987131067781,78.13661434322464,55.974714362395524,51.11723943312635,41.788587745758164,51.07907237857196,38.868111025031396,61.13569668982777,71.71173846121079,44.42727224590294,55.650304374868384
2015-02-05,66.64333523000198,38.600701460413156,59.25038622508985,78.90464539961411,60.97559399352967,48.489907004103884,56.89750873283996,51.26156776226882,64.54993116610078,42.92892310383217,43.63941279822295,59.21519980313225,53.650940825491645,41.77648741326598,54.72809358179851,57.95691478628971,51.90012830863028,31.60998267251469,40.348014693083115,59.11359983577839,52.99378802134162,40.96369823679241,64.3923976319352,62.633297888500685,46.39726284878803,50.988648250184895,46.190966110834154,49.741672578148055,55.220860062352685,49.84824757126821,55.84547069374989,51.83192399327221,55.24511580225037,46.316735134587965,80.54508815513212,65.68690253818261,69.51871330490161,39.3513655007951,37.291131274890986,64.13231476027411,52.93717312577115,77.75518310562234,57.6489582752241,53.59654682825414,42.508231831971926,54.66662800883884,36.460783229100905,58.85295817553181,70.39030566409397,43.59633028892519,55.13609946459898
2015-02-06,60.753120033510335,33.02754580507724,59.93810820724828,78.63461333862872,54.891256166890706,39.08181062202769,54.42955456916478,47.97135529115531,55.37037417822066,38.21832886460848,43.008942501922675,52.48537100305792,49.902271323291444,35.48011535629803,46.03353031860226,54.37408017589122,48.819337623040205,28.09880637962452,32.767266935894526,47.75734862609308,47.01331295658303,34.055722122124465,62.261401367145346,51.8547313044805,40.484845322821094,48.89148817832707,39.36212936893122,48.21196777677589,50.302130901951465,45.381880173928806,51.57951627590065,46.321036712834314,48.92777352248367,36.91012656409997,77.96152154856803,55.953791678608304,59.90566048345432,31.675172637327023,32.68249428145553,57.346988678457635,44.3236068333214,74.77057318689995,52.621954512087086,49.17668011003389,39.61135684140608,51.773065895508545,33.213977901308326,56.653212227758544,66.36699480458421,43.227700456415164,49.48628142177886
2015-02-09,61.495329587978766,33.80276574932249,60.64879595389606,78.51885791353885,54.02932944372965,40.04823698678696,57.48892611263137,49.403095907555674,55.10500803960728,38.44086133824698,45.50295534980484,54.26552023196394,50.35423277157773,36.094279286250405,50.45157063884808,56.79410970743802,53.41542884739675,28.608838601701663,32.301080190449554,48.56909355198939,46.72322986327287,35.48385411860568,64.29725978016309,45.07408638790339,39.762010665880396,48.54252576161856,38.05940838428797,45.466798558445994,47.898821186895674,43.76923055228877,49.5292737582918,46.94922347276469,51.45402170822309,37.75406506326894,79.53172965780897,55.284254098117046,59.715635579823775,29.81164074601861,34.91544451329344,56.887480178727756,43.67045420963325,74.40652864284897,56.51314153401835,46.916588527529655,45.15723221817345,57.606011928665986,35.249450456912044,57.74510930557759,75.4738736143607,44.7427050381195,50.56994173267577
2015-02-10,68.85569213381689,36.263818677679296,65.24907971121903,82.37440916617183,60.89957360140811,45.309592783626556,60.20585008086804,52.920229816725886,61.28692519866091,40.61252019649877,48.913662723070594,53.892436048456375,53.44091791923265,38.138129472030975,52.73747582224887,61.467920165554624,57.067748787701106,32.77123304363549,35.872117540516314,54.67122585689957,55.380186770665794,48.280942873624184,66.70701847160757,56.453687218251005,42.204374414410786,52.81961713289269,43.566873131477855,46.266668139135476,48.007551785809085,44.84730505945135,52.71795797836468,52.80451533690383,54.95168514581992,42.64072297188608,84.99427121702794,64.34714601819317,59.715635579823775,36.03285995567783,43.76179781906816,60.49918583546893,43.36685121828458,76.29395055672575,59.59591968476542,54.37661872344781,45.126037309558775,59.15860803275217,40.0433203110206,61.039275745374596,77.8052390592723,49.47809287108142,56.132117634121194
2015-02-11,70.45431001283548,36.31367708932875,63.04596852544069,82.20637230460183,59.762391879849304,50.17283887239398,56.069862077440156,51.87699122768734,61.77088221770313,40.214419490828945,48.62649031776471,54.79628476232181,53.21785680849529,37.65481878863653,52.85617802974639,62.221397998456965,59.9861727639381,35.20306466089298,35.87210100810856,54.62238434745776,61.96104172113064,48.142887929455846,68.89970818085028,58.821631155420114,41.63379358954125,53.8504194655382,44.63233746039351,42.69652877058318,51.6294024558707,45.187926371329524,52.15360032058507,53.69427919356164,57.43244731478691,41.48246828254669,84.67517351412091,66.99077119415153,59.715635579823775,35.84046892900973,44.68819095048692,66.1144109823895,48.08639922732398,76.64788616743594,58.159147048926435,53.385506969378426,45.175703941522535,61.461083241979445,41.192512342975824,59.964073604421536,75.5767122182298,52.62544953819335,57.24518411482581
2015-02-12,72.45540170721145,40.33678934482846,64.05132779613331,83.45828917892113,67.53431745279335,49.856922157474024,57.406601395658065,53.61200560664516,61.40105690701838,38.20031939705998,58.47660417643256,63.41164356612467,57.75401923438294,39.84742371028245,60.740602636242244,67.19666955906195,63.1481606563549,35.34584341967053,34.201425914533075,55.40903589121863,60.75261556448704,47.26509481595085,73.41898501656007,60.07030078823928,47.677429575829755,60.137008513295484,51.19003097069421,57.4323838152877,54.8058616511856,50.79432883599654,59.54305874578313,60.32294121607973,63.32560227343552,45.9496504831404,84.78702689514066,71.48188290150522,61.50234142702803,40.12544654974761,46.399137365051665,68.77455420156205,50.790004223220315,78.63240688642716,61.61246154575257,55.2882786193676,46.037986885979805,63.84039459789091,34.78053151917268,62.98225322024451,78.46051823006826,59.69944218121172,61.769919388120364
2015-02-13,78.95655508767652,44.68642458150067,66.16385972318739,88.34465172998031,68.89820549313947,55.371858847340874,58.640723855939285,51.3342616489049,58.950416448701354,43.82256131315262,66.07144365750975,64.66833809053577,61.79702745132562,39.845493637825314,63.53069480518894,70.66877244566419,67.90985891065228,39.42301088595146,36.30667474528022,55.61741028466722,56.87924174149663,47.26525582150574,71.74397434852314,64.86028736986435,44.69944292931892,61.92069211699431,56.91027316176781,60.22271848629962,60.36817899746765,54.13266691412106,68.91494245325087,64.43241371180127,66.47245659974784,48.09872550431934,85.70635996513435,74.64046925387078,65.36585502011788,42.13967467503413,49.0023596424764,67.4144073173143,50.144354903444466,80.22749915946687,68.16582615849111,59.42565828771935,51.703730082969216,69.28756537783246,32.93944360163745,66.03572596681536,80.76605768744814,60.88674291207359,66.1755557593564
2015-02-17,81.23144317586284,41.84650941354147,61.868783160438696,83.51936012841881,67.58726679374767,51.42466083288986,58.264943484958984,49.92773013074727,57.435709383924774,42.000066317639394,64.83989181909246,64.31225996425891,56.63156804337867,33.39480618999124,61.00586615286748,66.89545500745359,64.33113547169685,36.71222232953184,28.96807984449127,55.86883138894381,52.96728253997408,44.97210894096896,71.77723649694377,62.62082785515597,47.17773183953172,57.48691938461278,55.60562083837492,58.37611540945577,59.504994837100995,51.058365248994,63.77474932108508,63.26280635266282,64.95015123608036,47.20997588224479,84.97358938589777,73.15171062093901,68.36733676055897,42.83625381650819,49.021926019746964,66.19976816648716,50.028846226837615,79.9624791576201,64.98952535991705,57.09256205391357,53.22581505476369,69.36286557454935,35.31639401794496,63.145564247585966,80.19465685596634,63.31457234828287,63.68626213546165
2015-02-18,80.21577508280758,41.089726770863855,61.09640066695073,83.01992413825603,64.83051806375227,51.58892466756393,59.32153209625311,50.072451709456764,57.77439502626407,46.712878803012444,62.568659173118974,61.16194760335665,51.384164544441404,36.70106348027404,60.42043071858282,69.45681630004006,58.45858851436636,40.1312155392543,30.29966393645344,47.680893113021575,54.845497164268934,39.183160050396715,71.84755087244888,59.2432593272021,48.6301171244059,60.1394843120659,55.6511706105858,57.45797850589806,61.139348645698504,52.106152817183215,64.28213413302126,63.75924181275511,66.93812734380242,50.02340577588202,84.45204244273418,70.17783185812004,72.82607977354387,42.36518430187624,45.97845165134675,64.87344960389841,48.26964990650526,80.44013242877631,64.73338104538442,58.87335143970934,51.72707734801314,67.94880434018992,33.865159827073285,69.20602543604544,80.55776078300258,63.64579139658407,63.19919887188081
2015-02-19,79.07231636845245,42.39250266740959,59.2581901480359,82.72357757717008,63.702715542963745,57.88233273754783,60.84216577988773,50.548653244786806,51.526857256491425,47.05296764471018,61.501328256098226,60.839319571661285,46.12345473806572,33.74557114286806,65.58586748587291,65.94922986008665,52.07002801459714,41.11423624832013,30.14380742310297,47.20720001935215,53.42319151419329,40.795345428415175,71.04155675481168,59.80812233939455,40.99301829209914,60.366192845734034,54.95716018515271,57.761284186607234,62.91795253398835,54.876231892347164,62.904862729650176,62.28382899939054,66.84813306132756,50.444490539152305,76.50541460308035,69.15412203214692,68.48484156655135,39.85624382052448,48.711431741530205,61.6165196343976,44.03212255408433,81.21020866391001,64.37983909149919,69.74674369933587,45.71068298803437,66.12750091060627,30.807332777551125,66.5117169131174,80.6558505276662,62.80512871341827,61.616330975088395
2015-02-20,77.88223294440523,38.64393057664599,51.75122884723943,81.47641280147374,62.66871848806783,56.78937646397712,61.03748236579658,47.20813120317641,47.114066786281256,42.54284467665594,58.25242941416938,63.166292177778026,44.867016848315465,29.4583153753928,67.3149218405382,64.02905226245483,51.25351374744707,46.32218913364668,27.3018931356211,49.710708553825754,50.44151164214214,36.0983870232267,69.81745610579537,61.778785391679556,37.834704592950715,59.15645700544416,57.942897941203164,56.092211775146765,64.50050372170298,52.62585707360846,64.0686372761611,60.324573236415866,64.69565778899606,47.72953197472929,73.10977623103932,68.54906533264463,68.09815295850333,38.44650629888799,49.18376328087345,56.647051445888096,43.36660600605946,81.89866289654998,65.33122122656346,65.82174671134328,45.00423114502593,65.77633472593237,39.811460569743964,64.22996104185071,79.51636069229082,60.710220043947864,59.198237450880455
2015-02-23,79.76230478311895,39.76354988248003,47.33984051577277,78.71980400955695,60.677428123320546,52.89395119447058,53.79977589079456,46.62552534916373,59.46645048982461,46.18477989103226,60.32480409764814,62.74674722216086,47.129980082136896,34.78252732632615,67.87036262925595,66.19788348421318,53.63464374351183,45.95999026178462,27.44871307183682,47.77645762490597,52.53582760854187,38.149413589752456,69.92120849332535,60.43368376264402,38.173102166178246,64.12857026492192,62.56688604282848,58.03168207187161,67.58128046568991,53.619331686172856,59.455584856578845,58.57495049866485,61.799066201475696,47.129343444437986,66.371367182148,66.67552273675668,68.94409174463273,37.69403048496998,47.437951274721115,56.38972913199278,50.25364614846096,76.58475153809542,55.42089286307554,63.63971661594235,45.50083839152575,63.0793091733808,41.4925979066156,64.25533888390216,71.2545797807379,61.19479160133821,61.6243867506651
2015-02-24,77.80659893518293,40.0947309804119,50.74778093049174,79.51530747252417,62.80225591296104,52.71269871983032,48.42742443304617,48.60749897160264,58.01841284275723,47.590672047264555,64.1508960923932,64.05484553762682,45.95844133819994,36.417950671449525,71.16231188767908,70.93928158862872,50.26499885694901,45.72422803630537,25.277008871894978,47.1020382835088,52.45715920033242,42.903870824026,68.55634683384805,61.43211222522383,37.65209676678618,63.16443029589962,62.720254637109804,59.65117380883218,67.11337367689346,54.70993423683,55.26186033598844,60.8612470637531,65.22811982005543,47.70359539187652,64.31165978055995,68.76371097081251,66.6666613684777,44.211137944908295,47.43800790911095,52.38939528908275,51.62196214438669,76.94914257426487,58.53263462934059,65.30902614121321,46.83237961073465,64.21741411487045,44.51427489137535,64.73066401667108,71.0934348902277,62.91025380786517,61.795392584514715
2015-02-25,79.0786045353668,59.223859538403794,60.6956084136033,82.58456988024992,71.21507947386323,61.18347031095792,48.56514353742276,52.2555026150137,58.55925689822266,49.52601463342821,67.56756756756756,71.05543654157356,48.31041967498261,45.69754934861548,80.68684311567777,73.1808014678013,52.61181908037979,44.585189251468385,27.109056037674932,46.474639164192055,58.56961503477971,46.96429165198878,71.47520185702578,64.73667976539258,37.88256124024313,73.98427243404299,62.66895867888141,66.88381289312832,69.99982809894624,63.771768785682006,63.106284119093104,58.739908528887064,71.55903398837626,55.85868507211751,62.74527205181383,70.48870536267485,64.08449888371439,50.019992816140636,49.80992949302928,53.73396547406237,57.32180677020565,77.36404066737458,62.32453261698426,66.70064117677879,64.23180848401536,72.3872506658272,49.49227938424198,66.45135045179424,72.31450186950154,68.01514394693156,68.19473809701103
2015-02-26,75.93046326978894,71.20411575869397,68.68418665152961,84.16830312248177,75.4021104742661,62.05900610216426,55.2709639846034,57.86914927058557,61.586392431118334,55.34455427155409,76.16854271044961,78.12357269981538,53.80826844869515,50.09149225758561,78.99652549357822,71.66112618820041,59.35222627868134,46.9424761318732,34.90901997215727,48.14828301812913,60.70284831459912,54.87349004959857,72.83528731402134,78.11270205999803,40.479186205644666,79.16969769425764,61.68412635810106,69.37490523452743,72.72731436248168,70.31452431124639,77.43975867774344,68.28915300798649,79.0139834938759,60.390968251925656,73.1114919134022,74.86378800274028,66.42334635875756,50.64034299525057,52.19636716610253,53.81488508156863,58.93719217634143,69.52133314547015,63.59987367502633,67.06293907754105,59.56581910194984,83.35970250573264,53.29577342692092,67.91501335982029,77.01624701354561,74.7452581828932,75.45273957269673
2015-02-27,67.65776008581321,65.59829877669432,69.30591701382181,79.694297283145,71.39321811549603,52.858032778869834,48.71190620920964,52.54086267689737,59.84217533698092,52.29405967197187,72.56633008378081,73.62125639451338,54.59648264285959,47.41364809276248,73.48338938288286,65.97936364525727,60.18659334437877,43.60970955053429,27.8950912863623,43.38547135415776,59.559143187321155,59.67732949371739,72.10862912642182,74.39277409496573,37.442056971096406,70.27966659493146,54.77985219859488,64.33027218607245,63.82684103266312,66.12784879743525,73.09584885183632,62.874653042528045,77.10755060433556,57.17944641251261,66.45159194947222,68.92752533853219,68.11594052666314,45.83850614614763,76.85751952997836,51.28026183643938,57.28639723969353,57.66414458565366,59.48598782056891,63.67913974473539,57.00478704300228,82.65628266126771,49.16159193142647,66.09903803458826,68.19210389159139,68.27289779937442,70.69201575605653
2015-03-02,72.70112064019716,85.65057851545639,66.14943770193298,69.98333365167382,81.76140644621181,62.260553879363215,45.90784417084046,57.92896982816857,71.25723314513388,61.21846920657591,81.7712483165636,73.66456998551014,53.55586465194281,55.99577637970677,75.13817665922828,78.5644018887723,59.37387788065344,50.309480988496624,36.4215919816621,48.413446683407656,69.77274317156069,68.9010224157556,70.60666001589009,81.89368356223933,45.880500868351916,75.88829552025578,65.39633537284155,74.42436683084694,66.89563101152507,77.1862442185026,75.34827662639921,71.84549700334743,87.3261276643916,70.38410370189494,69.63933165161922,79.96302050625087,72.22222130239764,57.60300624367246,83.69639186700363,58.03787499889476,62.35186840457597,67.58528376906301,73.14824532368874,65.32543976490624,57.29410474890722,88.18352662360356,52.84142776475006,81.19163632416644,78.48683375329396,76.4191769538655,81.76291425496939
2015-03-03,71.45191517980435,72.88353085773362,70.35740400689369,64.59419922887847,74.08861093920213,65.48019348597226,42.0419573871787,47.81658461177109,64.1584147420916,56.49319996591068,80.26066133591917,69.29019093426615,46.010610861672035,50.228397478632935,70.00492592326343,78.36238030517129,50.3209649946447,47.042636489610416,28.474417202840698,46.64138781724026,62.53059597714345,63.076905511815106,64.78954994975938,81.21967656118969,40.441223522466736,74.57774539604496,59.195480893606224,66.91632415758109,63.400500416336094,71.42854911833282,69.8399480462115,65.4527535877969,80.87772701480856,68.52259255122607,66.37775421814558,70.88821966192565,66.66666666666666,54.48430558047701,72.56547782815173,49.968048709224405,55.44243640648667,68.63303059752953,66.63898963000744,64.2745377570002,54.98499631015728,79.92940890001051,49.50581662234592,79.51715317914879,76.17835523355446,73.22870485946714,75.35823613905214
2015-03-04,69.25230792171386,67.86243761686939,69.78641921848728,63.698723491485765,72.90925709799136,67.42714478442002,38.11231986696422,40.51773438184264,64.94273759767194,49.696206415977294,78.03108802786419,64.4182812736274,34.31758430400669,40.84682983856047,69.86909346041723,69.76843565686917,40.34045675658064,46.15817598314827,24.75878571848608,51.13585884770164,57.70080688949781,57.75395667464712,45.485228189495835,81.39975484362391,35.6176591306499,73.11602142093032,53.84617778170187,63.93432294330463,59.18992574233858,65.46020586169658,62.48502134491985,55.25573862633264,71.45002576567622,63.811653587809495,56.99964508677919,66.92841582427059,60.28368422565553,54.30814363400371,66.44300946351368,43.48077853472832,49.641119159785895,64.37028074120613,58.26013198140367,54.29457114465557,43.94683841452232,73.03203951365403,42.93526364429172,70.04569961924042,68.71407558051533,65.60914102895057,66.7288681347886
2015-03-05,63.01562485714547,66.58079951510314,75.22108389449643,65.61993183323773,74.74450240610332,67.59139906829213,36.934973935632875,45.95040849851784,66.38044664732396,55.87319923584006,79.76673807928647,60.72106261859582,35.18443780413706,43.45368635750411,70.93630898433943,69.73670942396674,42.16092175245483,49.84964334755344,37.70128532842107,53.9590314754068,55.57270412048631,56.36047566668622,51.88422289009006,81.20607527960156,38.226459554551425,67.83944595702964,61.682714901901804,67.33054751985841,68.33598437027618,73.02061211742661,62.971676278294964,60.08052518389346,72.74031343982004,69.09114233261502,61.05015939536868,66.46018991567367,54.67626195437321,50.82173523795793,66.64811387426673,46.43911581500468,48.15911022404934,64.80425614691791,60.76306514601638,60.99023113571847,48.65368470500795,82.19218976107834,44.49414790369958,68.6124713636876,69.60992918496356,69.1479071403447,70.5657975382239
2015-03-06,62.126684419932886,52.157537843329756,68.8094895193705,54.27703167491306,69.11757841905208,62.91085993047697,31.403488216685574,36.92673869835843,59.235627909904146,45.236433505321244,70.27544428083482,47.725056725156435,28.178941728134788,29.63701304095025,61.83890849175384,63.732240961078276,35.849672296059225,42.993443472170114,28.305593949066292,39.57628011661618,50.814241103959446,47.90053725194434,52.51743139772781,75.47563622062984,32.539356871184566,59.92739094202001,53.04608261337592,61.39144121026204,56.390873776248,60.49623589932087,60.114481402224754,48.68675051184557,65.68006137921505,61.32209541244142,52.63053230153923,60.30054587853998,30.303041979480597,45.376041499271984,65.585183223088,36.41391065103375,38.77011891605094,59.87139916723212,50.14504112208495,53.26123334635666,39.14662158654385,69.16034986144714,39.981844050589075,59.53273409889015,59.89248921766863,60.42743196176661,54.192096399853085
2015-03-09,65.20926014771453,56.95705962501359,68.01322991679832,52.90680111197183,70.56446465702246,65.08805245316799,31.677278695982437,38.17867297565008,66.02276695355755,50.801638811146226,68.70454708408242,55.478375215411916,27.58110556180013,36.39296050685062,67.70085575758984,65.05076993852842,36.2450011898474,45.690736216853125,35.85962284561218,48.837713795543806,49.89492751178903,49.51773748137092,56.96062565805922,76.71918552805559,33.72358497432246,62.32350096317871,57.39916769687612,63.69498054837362,59.73652434079453,62.84046692607004,61.672215157851305,56.44834871566774,69.23624422758562,68.53290087577042,50.616695262845504,68.22252454396013,43.05556475379979,46.34769827833296,77.43147172154103,40.34955925814566,46.02690758080633,63.412476295669734,56.89563659429219,57.2090717218756,42.75362868746193,71.09971160222341,39.76345487432779,60.70790389576503,65.27987577167741,58.31203551392026,58.38802924672675
2015-03-10,58.30729417471918,49.748186416522586,62.60202173844155,49.33502510355731,72.7360399486546,58.48336170858408,31.320504783257007,34.384867661027386,62.38074997282051,51.36828687525035,59.6222103515138,50.2451209662596,25.634111729086996,32.8781769628273,59.87906238078589,60.886975722582726,30.95912432478086,51.22783622546834,34.45839850875309,48.61524084776222,46.63181563473091,45.97031649888066,52.68250094711472,77.64617310337094,35.298662453832065,61.782413825591874,58.26122766100449,59.254736094381165,62.67272119254996,52.86411763036135,60.48619124785146,50.89441694341751,61.70482898663547,67.25885033722616,46.432101511419205,61.43900308759113,41.66667770455975,42.84051366192448,70.91340253678872,40.21581228597846,42.86994657504367,59.431673513893735,50.270425246516005,53.42413270391379,35.12491348469963,60.6727053739618,37.430388159938964,59.36115657145302,62.08625392063275,51.53516096849404,50.91086659785945
2015-03-11,50.38193356489478,47.295862744965085,56.77754070972806,45.83805281380016,68.3230442650962,56.761360238477806,34.95263737566559,32.46756892661011,59.26725987811508,46.047094062963446,58.271324556999645,50.75990345482866,26.17574848751228,30.119099725863308,55.9512576248545,57.37217301959988,33.914840183607225,49.03780433119,25.222287078164285,43.350690907467154,34.76828535144847,31.2091094733955,48.72410853101961,73.7850767534329,25.685471675774494,54.70921828088513,56.84706093716824,54.61075284506332,61.05768252645412,47.51119696329268,59.11289358168127,44.78466684185781,60.62785540783557,59.028591736142836,43.53990266602814,56.19839728309034,37.500003725288295,41.89350795935727,51.92221183793177,35.14824186813496,36.70471532260967,56.46195565657893,45.79087111006989,46.888195198789404,36.39887757324538,60.00187068069394,36.00537094296403,56.25610718705733,50.975546797042654,50.293294905008395,43.40381188648713
2015-03-12,49.23628973164122,42.013309087939966,59.82701060236565,49.47294347875623,67.45559692610462,56.85941630699412,35.33936730191269,40.20519961267902,61.49322314266736,50.40312102386286,62.71182170904586,53.76700103092001,27.939095966240913,33.11111470450312,59.55318186698595,63.94072156837725,32.19973936753098,54.30634489412082,32.61628525319411,48.456090175212346,33.04093671250757,39.39082913727337,54.98489717977902,74.17547123244893,34.62896206298423,57.24417966034136,57.685316355070114,58.38669232413941,66.1558016997835,50.847428126065694,60.94692880488165,49.56301999559101,63.35969954223655,68.6232684063748,47.11054088729826,55.66922802852619,31.76471743203672,36.01224464378442,48.14749141447971,33.76580558091416,34.069645784494185,56.57314333230614,51.58085601356293,49.62196673616877,39.57250955054021,61.767169625952924,41.01743950396221,64.61287164843057,59.33660144564087,53.97004362765314,50.42532264588006
2015-03-13,44.768564398194954,38.83539764283974,52.96058318587096,46.21307676962974,55.91803249021252,54.98905510859177,39.33614708513705,36.80872918431928,62.116706486239224,54.27028176861687,56.517800411138104,43.78182678573603,17.407805224021615,29.76888621632672,50.489146896032736,57.27387958512253,22.951071990297024,53.19869546430028,31.37837534929585,47.41523690258784,29.86516658870505,36.90033261804935,53.85395504619091,70.69803556123674,35.88645689977663,55.497710782704345,51.72458064039088,36.38006844189119,61.43217146265656,45.434190702965665,56.42802781315247,43.55436328888995,60.05309688815177,62.251612161322726,42.47351117363304,48.30153714234726,27.16051272330391,32.942429048438186,44.51982911866397,26.754565978433547,24.05498340110931,55.49938513944511,44.73519677935875,43.47286735695923,36.79355187919407,54.85876287579309,50.29697213887093,58.18785739316419,55.65005549446559,50.22077421014275,41.982423886426574
