date,top_asset,regime,spy_vol,vol_scalar,max_equity_alloc,is_month_end,alloc_SPY,alloc_QQQ,alloc_IWM,alloc_TLT,alloc_BIL,alloc_CASH
2020-12-31,QQQ,RISK_ON,0.09895807635349582,1.0,0.8,True,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-04,QQQ,RISK_ON,0.0972553041251712,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-05,QQQ,RISK_ON,0.09870261421974248,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-06,QQQ,RISK_ON,0.11044768098407923,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-07,QQQ,RISK_ON,0.10423025047101166,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-08,QQQ,RISK_ON,0.1086541343449582,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-11,QQQ,RISK_ON,0.10825534629951729,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-12,QQQ,RISK_ON,0.10560326705111246,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-13,QQQ,RISK_ON,0.09860368254411635,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-14,QQQ,RISK_ON,0.10332785492592965,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-15,QQQ,RISK_ON,0.10496577028277475,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-19,QQQ,RISK_ON,0.11234328575317232,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-20,QQQ,RISK_ON,0.11051476178792126,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-21,QQQ,RISK_ON,0.11157094525743608,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-22,QQQ,RISK_ON,0.11165564262998662,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-25,QQQ,RISK_ON,0.11227689111609965,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-26,QQQ,RISK_ON,0.14342381699990459,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-27,QQQ,RISK_ON,0.14606626925340851,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-28,QQQ,RISK_ON,0.1637400439104281,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-01-29,QQQ,RISK_ON,0.1735465128835487,1.0,0.8,True,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-01,QQQ,RISK_ON,0.17183893168613032,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-02,QQQ,RISK_ON,0.17078505683448159,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-03,QQQ,RISK_ON,0.17372377289976534,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-04,QQQ,RISK_ON,0.16696568603547418,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-05,QQQ,RISK_ON,0.16759959403346206,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-08,QQQ,RISK_ON,0.1651257979589687,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-09,QQQ,RISK_ON,0.1652116235797576,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-10,QQQ,RISK_ON,0.16515476032242096,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-11,QQQ,RISK_ON,0.16450128779098125,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-12,QQQ,RISK_ON,0.16129242303230887,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-16,QQQ,RISK_ON,0.1600226400526218,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-17,QQQ,RISK_ON,0.1548219357017134,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-18,QQQ,RISK_ON,0.15511702065604802,1.0,0.8,False,0.0,0.8,0.0,0.19999999999999996,0.0,0.0
2021-02-19,QQQ,RISK_ON,0.15733994086293884,1.0,0.8,False,0.0,0.8,0.0,0.0,0.19999999999999996,0.0
2021-02-22,QQQ,RISK_ON,0.1568650601287221,1.0,0.8,False,0.0,0.8,0.0,0.0,0.19999999999999996,0.0
2021-02-23,QQQ,RISK_ON,0.161027341324458,1.0,0.8,False,0.0,0.8,0.0,0.0,0.19999999999999996,0.0
2021-02-24,QQQ,RISK_ON,0.1603058537555906,1.0,0.8,False,0.0,0.8,0.0,0.0,0.19999999999999996,0.0
2021-02-25,QQQ,RISK_ON,0.15919640131551252,1.0,0.8,False,0.0,0.8,0.0,0.0,0.19999999999999996,0.0
2021-02-26,QQQ,RISK_ON,0.16137774120780574,1.0,0.8,True,0.0,0.8,0.0,0.0,0.19999999999999996,0.0
2021-03-01,QQQ,RISK_ON,0.15645780488616975,1.0,0.8,False,0.0,0.8,0.0,0.0,0.19999999999999996,0.0
2021-03-02,IWM,RISK_ON,0.15707602648793464,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-03,IWM,RISK_ON,0.16306791465024448,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-04,IWM,RISK_ON,0.17161282512622758,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-05,IWM,RISK_ON,0.17162779729549843,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-08,IWM,RISK_ON,0.17768026211142238,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-09,IWM,RISK_ON,0.17920502715642833,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-10,IWM,RISK_ON,0.18277954003774613,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-11,IWM,RISK_ON,0.18276038045072077,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-12,IWM,RISK_ON,0.1831268131780865,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-15,IWM,RISK_ON,0.18317249694122215,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-16,IWM,RISK_ON,0.18345296850469672,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-17,IWM,RISK_ON,0.19062505679045405,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-18,IWM,RISK_ON,0.19063664894686969,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-19,IWM,RISK_ON,0.19019242269996156,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-22,IWM,RISK_ON,0.19273896144480324,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-23,IWM,RISK_ON,0.18952137501218785,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
2021-03-24,IWM,RISK_ON,0.16822405820953898,1.0,0.8,False,0.0,0.0,0.8,0.0,0.19999999999999996,0.0
